ARG	ID	RESULTNAME		EINHEIT	LABEL	DATENTYP	NAME	INFO
IRUV1	0x5863	STAT_LAMBDASONDE_WIDERSTAND_VORKAT1_UNTERES_BYTE_WERT	Lower byte resistance lambda sensor before catalytic converter, Bank 1	ohm	R_IT_LS_UP_KWP_L[1]	unsigned char	-	untere Byte Widerstand Lambdasonde VK 1
IRUV2	0x5864	STAT_LAMBDASONDE_WIDERSTAND_VORKAT2_UNTERES_BYTE_WERT	Lower byte resistance lambda sensor before catalytic converter, Bank 2	ohm	R_IT_LS_UP_KWP_L[2]	unsigned char	-	untere Byte Widerstand Lambdasonde VK 2
-	0x5865	STAT_0x5865_WERT		-	OZ_NIVLANGT	unsigned char	-	Oelstand Mittelwert Langzeit
-	0x5866	STAT_0x5866_WERT		-	OZ_LP	unsigned char	-	Füllstand Motoröl
-	0x5867	STAT_0x5867_WERT		km	CTR_KM_CAN	unsigned char	-	Kilometerstand
ISSR1	0x5868	STAT_STANDVERBRAUCHER_REGISTRIERT_TEIL1_WERT	Status: Standby consumer registered, Part 1	-	STAT_SV_REG1	unsigned char	-	Status Standverbraucher registriert Teil 1
ISSR2	0x5869	STAT_STANDVERBRAUCHER_REGISTRIERT_TEIL2_WERT	Status: Standby consumer registered, Part 2	-	STAT_SV_REG2	unsigned char	-	Status Standverbraucher registriert Teil 2
-	0x586A	STAT_0x586A_WERT		-	U_BATT	unsigned char	-	Batteriespannung von IBS gemessen
IZR82	0x586B	STAT_ZEIT_MIT_RUHESTROM_80_200_WERT	Time with quiescent current 80 - 200 mA	min	T2HISTSHORT	unsigned char	-	Zeit mit Ruhestrom 80 - 200 mA
IZR21	0x586C	STAT_ZEIT_MIT_RUHESTROM_200_1000_WERT	Time with quiescent current 200 - 1000 mA	min	T3HISTSHORT	unsigned char	-	Zeit mit Ruhestrom 200 - 1000 mA
IZSST	0x586D	STAT_ZAEHLER_ERKENNUNG_SCHLECHTE_STRASSE_WERT	Counter detection bad road	-	SUM_RR	unsigned char	-	Zähler Erkennung schlechte Strasse
IZRG1	0x586E	STAT_ZEIT_MIT_RUHESTROM_GROESER_1000_WERT	Time with quiescent current greater than 1000 mA	min	T4HISTSHORT	unsigned char	-	Zeit mit Ruhestrom größer 1000 mA
-	0x5870	STAT_0x5870_WERT		V	V_AMP_KWP	unsigned char	-	Spannung DME Umgebungsdruck
SLAG1	0x5871	STAT_LAMBDA_SOLLWERT_GRUPPE1_WERT	Lambda setpoint group 1	-	LAMB_SP_KWP[1]	unsigned char	-	Lambda-Sollwert Gruppe 1
SLAG2	0x5873	STAT_LAMBDA_SOLLWERT_GRUPPE2_WERT	Lambda setpoint group 2	-	LAMB_SP_KWP[2]	unsigned char	-	Lambda-Sollwert Gruppe 2
-	0x5874	STAT_0x5874_WERT		V	V_DMTL_KWP	unsigned char	-	Spannung Strommessung DMTL
ILMMM	0x5876	STAT_LUFTMASSE_MITTLERE_MINIMALE_WERT	Average diagnostic value minimum air mass	kg/h	SAF_DIAG_MIN	unsigned char	-	Mittlere Diagnosewert minimale Luftmasse
IDMMS	0x5877	STAT_DIFFERENZ_MAX_MIN_SAF_WERT	Difference between maximum and minimum SAF	kg/h	SAF_KGH_DIF	unsigned char	-	Differenz zwischen Maximum und Minimum SAF
ILRR1	0x5878	STAT_LAMBDAVERSCHIEBUNG_RUECKFUEHRREGLER1_WERT	Lambda shift feedback controller 1	-	LAMB_DELTA_I_LAM_ADJ_KWP[1]	signed char	-	Lambdaverschiebung Rückführregler 1
ILRR2	0x5879	STAT_LAMBDAVERSCHIEBUNG_RUECKFUEHRREGLER2_WERT	Lambda shift feedback controller 2	-	LAMB_DELTA_I_LAM_ADJ_KWP[2]	signed char	-	Lambdaverschiebung Rückführregler 2
ISFGR	0x587A	STAT_FGR_WERT	Vehicle speed controller (VSC) status raw value	0-n	STATE_CRU	unsigned char	_CNV_S_6_RANGE_STAT_107	Status FGR
ISMST	0x587C	STAT_MOTORSTEUERUNG_WERT	Engine control status	0-n	ECU_STATE	unsigned char	_CNV_S_7_RANGE_ECU__143	Status Motorsteuerung
-	0x587D	STAT_0x587D_WERT		0-n	STATE_SYM_DIAG_PUC_LSL_UP[1]	unsigned char	_CNV_S_4_EGCP_RANGE_740	Symptom bei Schubabschaltung Sonde vor Kat Bank 1
-	0x587E	STAT_0x587E_WERT		0-n	STATE_SYM_DIAG_PUC_LSL_UP[2]	unsigned char	_CNV_S_4_EGCP_RANGE_740	Symptom bei Schubabschaltung Sonde vor Kat Bank 2
IELTV	0x587F	STAT_E_LUEFTER_TASTVERHAELTNIS_WERT	Electric fan duty cycle	%	ECFPWM[0]	unsigned char	-	Tastverhaeltnis E-Lüfter
-	0x5880	STAT_0x5880_WERT		%	ECRASPWM	unsigned char	-	Tastverhältnis: Luftklappe
SBEGA	0x5881	STAT_BERECHNETER_GANG_WERT	Gear information	-	GEAR	unsigned char	-	berechneter Gang
ITMOS	0x5882	STAT_MOTORTEMPERATUR_BEIM_START_WERT	Engine temperature at start	°C	TCO_ST	unsigned char	-	Motortemperatur beim Start
-	0x5883	STAT_0x5883_WERT		V	NL[0]	unsigned char	-	Spannung Klopfwerte Zylinder 1
-	0x5885	STAT_0x5885_WERT		V	NL[2]	unsigned char	-	Spannung Klopfwerte Zylinder 3
-	0x5886	STAT_0x5886_WERT		V	NL[3]	unsigned char	-	Spannung Klopfwerte Zylinder 6
-	0x5888	STAT_0x5888_WERT		V	NL[5]	unsigned char	-	Spannung Klopfwerte Zylinder 4
ILAG1	0x5889	STAT_LAMBDA_ISTWERT_GRUPPE1_WERT	Lambda value group 1	-	LAMB_KWP[1]	unsigned char	-	Lambda-Istwert Gruppe 1
ILAG2	0x588A	STAT_LAMBDA_ISTWERT_GRUPPE2_WERT	Lambda value group 2	-	LAMB_KWP[2]	unsigned char	-	Lambda-Istwert Gruppe 2
IZSSE	0x588B	STAT_ZEIT_SEIT_STARTENDE_WERT	Time since start	s	T_AST	unsigned char	-	Zeit seit Startende
ITKV1	0x588C	STAT_LAMBDASONDE_KERAMIKTEMPERATUR_VORKAT1_WERT	Lambda ceramic temp pre-cat bank 1	°C	TTIP_MES_LS_UP[1]	signed char	-	Keramiktemperatur Lambdasonde VK 1
IZDML	0x588D	STAT_ZEIT_DMTL_LECKMESSUNG_WERT	Current leak measurement time	s	T_ACT_LEAK_MES	unsigned char	-	aktuelle Zeit DMTL Leckmessung
IIDMP	0x588E	STAT_PUMPENSTROM_BEI_DMTL_PUMPENPRUEFUNG_WERT	Pump current tank diagnostics	mA	CUR_DMTL_DMTLS_TEST	unsigned char	-	Pumpenstrom bei DMTL Pumpenprüfung
ITKV2	0x588F	STAT_LAMBDASONDE_KERAMIKTEMPERATUR_VORKAT2_WERT	Lambda ceramic temp pre-cat bank 2	°C	TTIP_MES_LS_UP[2]	signed char	-	Keramiktemperatur Lambdasonde VK 2
IMOKU	0x5891	STAT_MOMENTANFORDERUNG_KUPPLUNG_WERT	Torque request from clutch	Nm	TQ_REQ_CLU	signed char	-	Momentanforderung an der Kupplung
IDMGW	0x5893	STAT_DREHMOMENTABFALL_BEIM_GANGWECHSEL_WERT	Rapid torque drop during gear changes	Nm	TQI_GS_FAST_DEC	signed char	-	Drehmomentabfall schnell bei Gangwechsel
-	0x5894	STAT_0x5894_WERT		0-n	STATE_SYM_OBD_LSL_LSH_UP[1]	unsigned char	_CNV_S_4_EGCP_RANGE_733	Symptom Lambdasondenheizung vor Kat Bank 1
-	0x5895	STAT_0x5895_WERT		0-n	STATE_SYM_OBD_LSL_LSH_UP[2]	unsigned char	_CNV_S_4_EGCP_RANGE_733	Symptom Lambdasondenheizung vor Kat Bank 2
-	0x5896	STAT_0x5896_WERT		°C	TEG_CAT_DOWN_MDL[1]	unsigned char	-	Abgastemperatur nach Kat Bank 1
-	0x5897	STAT_0x5897_WERT		°C	TEG_CAT_DOWN_MDL[2]	unsigned char	-	Abgastemperatur nach Kat Bank 2
SUGEN	0x5898	STAT_GENERATOR_SPANNUNG_SOLL_WERT	Generator target voltage	V	V_ALTER_SP_KWP	unsigned char	-	Generator Sollspannung
-	0x5899	STAT_0x5899_WERT		%	VIM_AV	unsigned char	-	Istwert DISA-Position
IUOS1	0x589B	STAT_SPANNUNGSOFFSET_SIGNALPFAD1_WERT	Voltage offset signal path CJ120 1	V	VLS_OFS_LSL_KWP[1]	signed char	-	Spannungsoffset Signalpfad CJ120 1
IUOS2	0x589C	STAT_SPANNUNGSOFFSET_SIGNALPFAD2_WERT	Voltage offset signal path CJ120 2	V	VLS_OFS_LSL_KWP[2]	signed char	-	Spannungsoffset Signalpfad CJ120 2
-	0x589E	STAT_0x589E_WERT		0-n	STATE_RLY_VVL_ADJ_EXT	unsigned char	_CNV_S_3_STATE_RLY__375	Status VVT- Entlastungsrelais
IWVVT	0x589F	STAT_VVT_ISTWINKEL_WERT		°	ANG_EXC_VVL_KWP	unsigned char	-	VVT Istwinkel
SWVVT	0x58A0	STAT_VVT_SOLLWINKEL_WERT		%	ANG_SP_CTL_VVL_KWP	unsigned char	-	VVT Sollwinkel
-	0x58A1	STAT_0x58A1_WERT		%	PWM_DR_OUT_SET_VVL_KWP	unsigned char	-	Ausgegeben Tastverhältnis
IIVVM	0x58A2	STAT_VVT_MOTORSTROM_WERT	Current for VVT actuator	A	CUR_MOT_VVL_3_KWP	signed char	-	VVT Motorstrom
ITVVM	0x58A3	STAT_VVT_MOTORTEMPERATUR_WERT	VVT engine temperature	°C	TEMP_MOT_VVL_KWP	signed char	-	VVT Motortemperatur
IUVVT	0x58A4	STAT_VVT_SPANNUNGSVERSORGUNG_WERT	VVT power supply	V	VCC_DR_VVL_KWP	unsigned char	-	VVT Spannungsversorgung
IUVVS	0x58A5	STAT_VVT_SENSORVERSORGUNGSSPANNUNG_WERT		V	V_VCC_SENS_VVL_KWP	unsigned char	-	VVT Sensorversorgungsspannung
IDVVS	0x58A6	STAT_VVT_SENSORDIFFERENZ_WERT		°	ANG_DE_ABSV_PLAUS_CHK_VVL_KWP	unsigned char	-	VVT Sensordifferenz
ITVVE	0x58A7	STAT_VVT_ENDSTUFENTEMPERATUR_WERT	VVT output stage temperature from model	°C	TEMP_SWI_MES_MAX_VVL_KWP	signed char	-	VVT Endstufentemperatur
IZMAB	0x58A8	STAT_MOTORABSTELLZEIT_WERT	Relative eccentric angle at the lower mechanical stop	min	T_ES_KWP	unsigned char	-	Motorabstellzeit
-	0x58A9	STAT_0x58A9_WERT		-	RST_CTR_MU_SAVE	unsigned char	-	Reset Zähler Überwachungsrechner
-	0x58AA	STAT_0x58AA_WERT		-	RST_CTR_MC_SAVE	unsigned char	-	Reset Zähler Hauptrechner
IADK1	0x58AB	STAT_ABWEICHUNG_DK_POTI1_WERT	Deviation of DK potentiometer 1 and model value	mg/stk	TPS_MAF_DIF_INT_1	unsigned char	-	Abweichung DK-Ersatzwert und DK-Poti 1
IADK2	0x58AC	STAT_ABWEICHUNG_DK_POTI2_WERT	Deviation of DK potentiometer 2 and model value	mg/stk	TPS_MAF_DIF_INT_2	unsigned char	-	Abweichung DK-Ersatzwert und DK-Poti 2
IPWG1	0x58AD	STAT_PEDALWERTGEBER1_WERT	Accelerator pedal sensor 1	%	PV_AV_1	unsigned char	-	Pedalwertgeber 1
IKRAN	0x58AF	STAT_KRAFTSTOFF_ANFORDERUNG_AN_PUMPE_WERT	EKP target volume flow	l/h	VFF_EFP	unsigned char	-	Kraftstoff Anforderung an Pumpe
IDKAD	0x58B0	STAT_DK_ADAPTIONSSCHRITT_WERT	DK adaptation step	-	TPS_AD_STEP_KWP	unsigned char	-	DK-Adaptionsschritt
IZFZ1	0x58B1	STAT_FUNKENBRENNDAUER_ZYL1_WERT	Spark burn duration Cylinder 1	ms	V_DUR_IGC_0	unsigned char	-	Funkenbrenndauer Zylinder 1
IZFZ5	0x58B2	STAT_FUNKENBRENNDAUER_ZYL5_WERT	Spark burn duration Cylinder 5	ms	V_DUR_IGC_1	unsigned char	-	Funkenbrenndauer Zylinder 5
IZFZ3	0x58B3	STAT_FUNKENBRENNDAUER_ZYL3_WERT	Spark burn duration Cylinder 3	ms	V_DUR_IGC_2	unsigned char	-	Funkenbrenndauer Zylinder 3
IZFZ6	0x58B4	STAT_FUNKENBRENNDAUER_ZYL6_WERT	Spark burn duration Cylinder 6	ms	V_DUR_IGC_3	unsigned char	-	Funkenbrenndauer Zylinder 6
IZFZ2	0x58B5	STAT_FUNKENBRENNDAUER_ZYL2_WERT	Spark burn duration Cylinder 2	ms	V_DUR_IGC_4	unsigned char	-	Funkenbrenndauer Zylinder 2
IZFZ4	0x58B6	STAT_FUNKENBRENNDAUER_ZYL4_WERT	Spark burn duration Cylinder 4	ms	V_DUR_IGC_5	unsigned char	-	Funkenbrenndauer Zylinder 4
IPBRE	0x58B7	STAT_BREMSDRUCK_WERT	Brake pressure	bar	BRAKE_PRS	unsigned char	-	Bremsdruck
-	0x58B8	STAT_0x58B8_WERT		rpm	N_32_MON	unsigned char	-	Drehzahl Überwachung
-	0x58B9	STAT_0x58B9_WERT		%	PV_AV_MON	unsigned char	-	Pedalwert Überwachung
-	0x58BC	STAT_0x58BC_WERT		mg/stk	MAF_MON	unsigned char	-	Luftmasse Überwachung
-	0x58BD	STAT_0x58BD_WERT		mg/stk	MAF_SUB_COR_MMV_MON	unsigned char	-	Modellluftmasse Überwachung tiefpassgefiltert
IMMSR	0x58BF	STAT_MOMENTENANFORDERUNG_VON_MSR_RELATIV_WERT	Relative torque request from MSR via CAN	%	TQI_MSR_CAN	unsigned char	-	relative Momentenforderung von MSR über CAN
-	0x58C0	STAT_0x58C0_WERT		rpm	N_32_SUB_MON	unsigned char	-	Motordrehzahl Eratztwert Überwachung
ITLSZ	0x58C1	STAT_LAUFUNRUHE_SEGMENTZEIT_WERT	Running roughness segment time	µs	SEG_T_MES	unsigned char	-	Laufunruhe Segmentzeit
INSUE	0x58C7	STAT_LEERLAUF_SOLLDREHZAHLABWEICHUNG_WERT	LL target speed deviation monitoring	rpm	N_DIF_SP_IS_MON	unsigned char	-	LL-Solldrehzahlabweichung Überwachung
-	0x58C8	STAT_0x58C8_WERT		Nm	TQ_DIF_I_IS_MON	signed char	-	I-Anteil Momentdifferenz Überwachung und Modell
-	0x58C9	STAT_0x58C9_WERT		0/1	LV_PAS_RAMP_ACT_I_IS	unsigned char	-	I-Anteil LL passive Rampe aktiv
-	0x58CA	STAT_0x58CA_WERT		Nm	TQ_DIF_P_D_SLOW_IS	signed char	-	PD-Anteil langsam Leerlaufregelung
-	0x58CB	STAT_0x58CB_WERT		Nm	TQ_DIF_P_D_FAST_IS	signed char	-	PD-Anteil schnell Leerlaufregelung
-	0x58CC	STAT_0x58CC_WERT		Nm	TQ_LOSS_MON	signed char	-	Verlustmoment Überwachung
-	0x58CD	STAT_0x58CD_WERT		Nm	TQ_LOSS_DIF_MON	signed char	-	Verlustmomentabweichung Überwachung
-	0x58CE	STAT_0x58CE_WERT		-	STATE_BYTE_SWI_KWP	unsigned char	-	Carrierbyte Schalterstati
SMOMO	0x58CF	STAT_MOTORMOMENT_SOLL_WERT	Engine torque target	Nm	TQI_SP_MON	unsigned char	-	Motormoment Sollwert Überwachung
IMOMO	0x58D0	STAT_MOTORMOMENT_IST_WERT	Engine torque	Nm	TQI_AV_MON	unsigned char	-	Motormoment Istwert Überwachung
IMOAK	0x58D1	STAT_MOTORMOMENT_AKTUELL_WERT	Engine torque output	Nm	TQI_AV	signed char	-	Moment aktueller Wert
-	0x58D4	STAT_0x58D4_WERT		Nm	TQ_MAX_CLU_DIF_MON	signed char	-	Abweichung maximales Moment an Kupplung Überwachung
-	0x58D6	STAT_0x58D6_WERT		Nm	TQ_MIN_CLU_DIF_MON	signed char	-	Abweichung minimales Moment an Kupplung Überwachung
-	0x58D9	STAT_0x58D9_WERT		0-n	ERR_COD_MC_SAVE	unsigned char	_CNV_S_14_TMO3_ERR_C_423	Fehler Hauptrechner
-	0x58DA	STAT_0x58DA_WERT		0-n	ERR_COD_MU_SAVE	unsigned char	_CNV_S_21_TMO3_ERR_C_424	Fehler Überwachungsrechner
-	0x58DB	STAT_0x58DB_WERT		-	STATE_N_MAX_MON_HIGH_KWP	unsigned char	-	Fehler Bitfeld high Byte
-	0x58DC	STAT_0x58DC_WERT		-	STATE_N_MAX_MON_LOW_KWP	unsigned char	-	Fehler Bitfeld low Byte
IUSPS	0x58DF	STAT_SPORTSCHALTER_SPANNUNG_WERT	Voltage Sport Switch	V	V_SOF_SWI_KWP	unsigned char	-	Spannung Sportschalter
-	0x58E0	STAT_0x58E0_WERT		-	EISYDK_KORFAK_B	unsigned char	-	Abgleich Drosselklappenmodell (Faktor)
-	0x58E1	STAT_0x58E1_WERT		kg/h	EISYDK_KOROFF_B	signed char	-	Abgleich Drosselklappenmodell (Offset)
-	0x58E2	STAT_0x58E2_WERT		-	EISYEV_KORFAK_B	unsigned char	-	Abgleich Einlassventilmodell (Faktor)
-	0x58E3	STAT_0x58E3_WERT		kg/h	EISYEV_KOROFF_B	signed char	-	Abgleich Einlassventilmodell (Offset)
-	0x58E4	STAT_0x58E4		0-n	BA_IST	unsigned char	_CNV_S_7_Def_ba_468	Betriebsart Istwert
INMAZ	0x58E5	STAT_DREHZAHL_MAXIMAL_BEI_ZUENDAUSSETZER_WERT	Maximum engine speed during misfires	rpm	N_MAX_SCDN_MIS_32_KWP	unsigned char	-	Maximale Drehzahl bei Zündaussetzern
ILMAZ	0x58E6	STAT_LAST_MAXIMAL_BEI_ZUENDAUSSETZER_RELATIV_WERT	Maximum relative load during misfires	%	LOAD_MAX_SCDN_MIS	unsigned char	-	Maximale relative Last bei Zündaussetzern
ILMIZ	0x58E7	STAT_LAST_MINIMAL_BEI_ZUENDAUSSETZER_RELATIV_WERT	Minimum relative load during misfires	%	LOAD_MIN_SCDN_MIS	unsigned char	-	Minimale relative Last bei Zündaussetzern
INMIZ	0x58E8	STAT_DREHZAHL_MINIMAL_BEI_ZUENDAUSSETZER_WERT	Minimum engine speed during misfires	rpm	N_MAX_SCDN_MIS_32_KWP	unsigned char	-	Minimale Drehzahl bei Zündaussetzern
IUWAP	0x58E9	STAT_WASSERPUMPE_SPANNUNG_WERT	Recommended voltage for BSS water pump	V	V_CWP	unsigned char	-	Wasserpumpe Spannung
-	0x58EA	STAT_0x58EA_WERT		-	N_REL_CWP	unsigned char	-	Wasserpumpe Drehzahl
INWSI	0x58EB	STAT_WASSERPUMPE_DREHZAHL_SOLL_IST_DIFFERENZ_WERT	Water pump speed: target/actual difference	-	N_REL_CWP_DIF	unsigned char	-	Wasserpumpe Drehzahl Soll-Ist-Differenz
-	0x58EC	STAT_0x58EC_WERT		°C	TEMP_EL_CWP	unsigned char	-	Wasserpumpe Temperatur Elektronik
-	0x58ED	STAT_0x58ED_WERT		A	CUR_CNS_CWP	unsigned char	-	Wasserpumpe Stromaufnahme
ILWAP	0x58EE	STAT_WASSERPUMPE_LEISTUNGSREDUZIERT_WERT	Water pump with reduced power	%	REL_CWP_PWR	unsigned char	-	Wasserpumpe leistungsreduziert
IDMEL	0x58F1	STAT_DME_LOSNUMMER_WERT	DME - Lot number	0-n	STATE_LRN_ECU	unsigned char	_CNV_S_8_RANGE_STAT_327	DME - Losnummer
-	0x58F5	STAT_0x58F5_WERT		V	VLS_DIF_LAM_ADJ_KWP[1]	signed char	-	Eingangssignal Rückführregler 1
-	0x58F6	STAT_0x58F6_WERT		V	VLS_DIF_LAM_ADJ_KWP[2]	signed char	-	Eingangssignal Rückführregler 2
ILSA5	0x58F8	STAT_LAUFUNRUHE_SEGMENTADAPTION_ZYL5_WERT	Segment adaptation Unsteady running Cyl. 5	%.	SEG_AD_MMV_ER[1]	signed char	-	Segmentadaption Laufunruhe Zyl. 5
ILSA3	0x58F9	STAT_LAUFUNRUHE_SEGMENTADAPTION_ZYL3_WERT	Segment adaptation Unsteady running Cyl. 3	%.	SEG_AD_MMV_ER[2]	signed char	-	Segmentadaption Laufunruhe Zyl. 3
-	0x58FA	STAT_0x58FA_WERT		-	CL_MMV_SAE	unsigned char	-	Beladungsgrad Aktivkohlefilter TEV- Funktionstest
-	0x58FB	STAT_0x58FB_WERT		cyc	SUM_DIAG_DIAGCPS_SAE	unsigned char	-	Zähler Drehzahlerhöhungen TEV- Funktionstest
IUPV1	0x5A00	STAT_PWG1_VERSORGUNGSSPANNUNG_WERT	Power supply for accelerator pedal sensor 1	V	VCC_PVS_1	unsigned integer	-	Versorgung FWG 1
IUPV2	0x5A01	STAT_PWG2_VERSORGUNGSSPANNUNG_WERT	Power supply for accelerator pedal sensor 2	V	VCC_PVS_2	unsigned integer	-	Versorgung FWG 2
RUVVV	0x5A02	STAT_VVT_VERSORGUNGSSPANNUNG_ROH_WERT		V	V_VCC_SENS_VVL_RAW	unsigned integer	-	Versorgung VVT Rohwert
IUVVV	0x5A03	STAT_VVT_VERSORGUNGSSPANNUNG_WERT		V	V_VCC_SENS_VVL	unsigned integer	-	Versorgung VVT
IUPW1	0x5A04	STAT_PWG1_SPANNUNG_WERT	Pedal 1 Position Voltage	V	V_PVS_1	unsigned integer	-	Spannung Pedalwertgeber 1
IUPW2	0x5A05	STAT_PWG2_SPANNUNG_WERT	Pedal 2 Position Voltage	V	V_PVS_2	unsigned integer	-	Spannung Pedalwertgeber 2
IUDK1	0x5A06	STAT_DK1_SPANNUNG_WERT	Throttle 1 pos. voltage	V	V_TPS_1	unsigned integer	-	Spannung Drosselklappe Poti 1
IUDK2	0x5A07	STAT_DK2_SPANNUNG_WERT	Throttle 2 pos. voltage	V	V_TPS_2	unsigned integer	-	Spannung Drosselklappe Poti 2
IUANS	0x5A08	STAT_ANSAUGLUFTTEMPERATUR_SPANNUNG_WERT	Voltage Intake air temperature	-	V_TIA	unsigned char	-	Spannung Ansauglufttemperatur
IUKUM	0x5A09	STAT_KUEHLMITTELTEMPERATUR_SPANNUNG_WERT	Voltage Motor temperature	V	V_TCO	unsigned integer	-	Spannung Motortemperatur
IUKUA	0x5A0A	STAT_KUEHLERAUSLASSTEMPERATUR_SPANNUNG_WERT	Voltage, coolant temperature, radiator outlet	V	V_TCO_2	unsigned integer	-	Spannung Kühlmitteltemperatur Kühlerausgang
IUUMG	0x5A0B	STAT_UMGEBUNGSDRUCK_SPANNUNG_WERT	Atmospheric pressure sensor voltage	V	V_AMP	unsigned integer	-	Spannung DME Umgebungsdruck
IULMM	0x5A0C	STAT_LUFTMASSE_SPANNUNG_WERT	Air mass sensor voltage	V	V_MAF	unsigned char	-	Spannung Luftmasse
IUSLS	0x5A0D	STAT_SEKUNDAERLUFT_SPANNUNG_WERT	Voltage secondary air	V	V_SAF	unsigned char	-	Spannung Sekundärluft
IUSGI	0x5A0E	STAT_STEUERGERAETE_INNENTEMPERATUR_SPANNUNG_WERT	Voltage SG-Internal temperature	V	V_TECU	unsigned integer	-	Spannung SG-Innentemperatur
-	0x5A0F	STAT_0x5A0F_WERT		V	V_IGK_BAS	unsigned integer	-	Spannung Kl.15
IUK15	0x5A10	STAT_KL15_SPANNUNG_WERT	Load signal SPG	V	V_IGK_MES	unsigned integer	-	Spannung Kl15
IUSV1	0x5A11	STAT_SONDENSPANNUNG_VORKAT_BANK1_WERT	Voltage lambda sensor before cat. Bench 1	V	VLS_UP[1]	unsigned integer	-	Spannung Lambdasonde vor Kat 1
IUSV2	0x5A12	STAT_SONDENSPANNUNG_VORKAT_BANK2_WERT	Voltage lambda sensor before cat. Bench 2	V	VLS_UP[2]	unsigned integer	-	Spannung Lambdasonde vor Kat 2
IUSN1	0x5A13	STAT_SONDENSPANNUNG_NACHKAT_BANK1_WERT	Voltage Lambda sensor downstream of catalytic converter, bank 1	V	VLS_DOWN[1]	unsigned integer	-	Spannung Lambdasonde hinter Kat 1
IUSN2	0x5A14	STAT_SONDENSPANNUNG_NACHKAT_BANK2_WERT	Voltage Lambda sensor behind catalytic converter, bank 2	V	VLS_DOWN[2]	unsigned integer	-	Spannung Lambdasonde hinter Kat 2
IUDMT	0x5A17	STAT_DMTL_SPANNUNG_WERT	Voltage pump current tank diagnostics	V	V_DMTL	unsigned integer	-	Spannung Strommessung DMTL
ITKUA	0x5A21	STAT_KUEHLERAUSLASSTEMPERATUR_WERT	Coolant temperature (sensor value) after low-pass filtering	°C	TCO_2_MES	unsigned char	-	Kühlmitteltemperatur Kühlerausgang
ITSGI	0x5A22	STAT_STEUERGERAETE_INNENTEMPERATUR_WERT	Control unit internal temperature	°C	TECU	unsigned char	-	Steuergerät Innentemperatur
SWDKL	0x5A24	STAT_DK_WINKEL_SOLL_WERT	Throttle valve setpoint	°TPS	TPS_SP	unsigned integer	-	Drosselklappe Sollwert
-	0x5A26	STAT_0x5A26_WERT		hPa	MAP	unsigned integer	-	Saugrohrdruck
IPPW1	0x5A27	STAT_PWG1_WERT	Linearized APP1	%	PV_AV_1	unsigned char	-	Pedalwertgeber Poti 1
IPPW2	0x5A28	STAT_PWG2_WERT	Linearized APP2	%	PV_AV_2	unsigned char	-	Pedalwertgeber Poti 2
RFPWG	0x5A29	STAT_FAHRERWUNSCH_PEDAL_ROH_WERT	Accelerator pedal value	%	PV_AV_RAW	unsigned char	-	Fahrpedalwert
ILMSL	0x5A2A	STAT_LUFTMASSE_SEKUNDAERLUFT_WERT		kg/h	SAF_KGH_MES_BAS	unsigned integer	-	Luftmasse Sekundärluft
ILUZ1	0x5A30	STAT_LAUFUNRUHE_ZYL1_WERT	Running roughness cylinder 1	µs	ER_CYL[0]	signed integer	-	Laufunruhe Zylinder 1
ILUZ2	0x5A31	STAT_LAUFUNRUHE_ZYL2_WERT	Running roughness cylinder 2	µs	ER_CYL[4]	signed integer	-	Laufunruhe Zylinder 2
ILUZ3	0x5A32	STAT_LAUFUNRUHE_ZYL3_WERT	Running roughness cylinder 3	µs	ER_CYL[2]	signed integer	-	Laufunruhe Zylinder 3
ILUZ4	0x5A33	STAT_LAUFUNRUHE_ZYL4_WERT	Running roughness cylinder 4	µs	ER_CYL[5]	signed integer	-	Laufunruhe Zylinder 4
ILUZ5	0x5A34	STAT_LAUFUNRUHE_ZYL5_WERT	[1] Running roughness Cylinder 5	µs	ER_CYL[1]	signed integer	-	Laufunruhe Zylinder 5
ILUZ6	0x5A35	STAT_LAUFUNRUHE_ZYL6_WERT	[3] Running roughness Cylinder 6	µs	ER_CYL[3]	signed integer	-	Laufunruhe Zylinder 6
ISKLO	0x5A36	STAT_STATUS_KLOPFEN_WERT	Status Knock	0/1	LV_KNK	unsigned char	-	Status Klopfen
IUKZ1	0x5A37	STAT_KLOPFWERT_ZYL1_SPANNUNG_WERT	Knock voltage Cylinder 1	V	NL[0]	unsigned integer	-	Spannung Klopfwerte Zylinder 1
IUKZ2	0x5A38	STAT_KLOPFWERT_ZYL2_SPANNUNG_WERT	Knock voltage Cylinder 2	V	NL[4]	unsigned integer	-	Spannung Klopfwerte Zylinder 2
IUKZ3	0x5A39	STAT_KLOPFWERT_ZYL3_SPANNUNG_WERT	Knock voltage Cylinder 3	V	NL[2]	unsigned integer	-	Spannung Klopfwerte Zylinder 3
IUKZ4	0x5A3A	STAT_KLOPFWERT_ZYL4_SPANNUNG_WERT	Knock voltage Cylinder 4	V	NL[5]	unsigned integer	-	Spannung Klopfwerte Zylinder 4
IUKZ5	0x5A3B	STAT_KLOPFWERT_ZYL5_SPANNUNG_WERT	Knock voltage Cylinder 5	V	NL[1]	unsigned integer	-	Spannung Klopfwerte Zylinder 5
IUKZ6	0x5A3C	STAT_KLOPFWERT_ZYL6_SPANNUNG_WERT	Knock voltage Cylinder 6	V	NL[3]	unsigned integer	-	Spannung Klopfwerte Zylinder 6
